votes,user_id,name,average_stars,review_count,type,useful_votes,funny_votes,cool_votes
"{'funny': 24, 'useful': 104, 'cool': 21}",u6QidpqhaaCrlTeFXZlpMA,andrew,3.24,25,user,104,24,21
"{'funny': 9, 'useful': 22, 'cool': 7}",y7Pn7X4xLNmylTgq56zEVw,S.,3.6,13,user,22,9,7
"{'funny': 4, 'useful': 13, 'cool': 5}",u_TCuYiWyilC39aNcjBSWQ,Scott,3.7,23,user,13,4,5
"{'funny': 0, 'useful': 3, 'cool': 0}",RsHIBC5MLxEqKoKEIGe4CQ,Emily,1.0,1,user,3,0,0
"{'funny': 0, 'useful': 0, 'cool': 1}",j-fYMkBumCu8gWeK_A8NWA,John,5.0,1,user,0,0,1
"{'funny': 1, 'useful': 5, 'cool': 0}",bZ2UWci8XO6Kl8J5fhmtBA,Beth,3.0,2,user,5,1,0
"{'funny': 2, 'useful': 5, 'cool': 4}",lcoH6YO-cG3wT003bEvvOw,Special,4.38,10,user,5,2,4
"{'funny': 2, 'useful': 11, 'cool': 1}",ql1NheX4ZBf6Ab8guRFwSg,Kathy,4.15,14,user,11,2,1
"{'funny': 1, 'useful': 20, 'cool': 4}",KQsScG_-iLg1ZtkaB1jegw,Chase,4.09,11,user,20,1,4
"{'funny': 9, 'useful': 15, 'cool': 7}",vI438uSLlYYc5tI_hVfb4Q,Steve,4.11,10,user,15,9,7
"{'funny': 1, 'useful': 19, 'cool': 5}",1wlKebQngzuQy7auhM4rpg,Tere,4.17,52,user,19,1,5
"{'funny': 7, 'useful': 10, 'cool': 2}",yzG7qvuLG73CvzxDMDizvQ,Candia,3.8,5,user,10,7,2
"{'funny': 0, 'useful': 3, 'cool': 0}",9d9jRB3j2AU7KnZ4yMmwHw,Andy,3.75,8,user,3,0,0
"{'funny': 2, 'useful': 4, 'cool': 2}",xeW3YfDd-Kc4WheORA6UUg,M,4.71,8,user,4,2,2
"{'funny': 1, 'useful': 3, 'cool': 3}",om-EAx3J3Ehyb9xg5Bp0jQ,s,3.89,35,user,3,1,3
"{'funny': 6, 'useful': 13, 'cool': 5}",FWW4j3wMpgsvTdvZho5gsw,Brooke,4.56,9,user,13,6,5
"{'funny': 2, 'useful': 3, 'cool': 3}",Yjk9FtTBfY1qBh80BZPMUg,ginger,5.0,1,user,3,2,3
"{'funny': 22, 'useful': 134, 'cool': 56}",LUpAB2SyOhYOuErp7wUmCw,Patty,3.45,54,user,134,22,56
"{'funny': 7, 'useful': 22, 'cool': 13}",DeX-oYQht8DDRGnCkI8v6A,Jessica,4.53,19,user,22,7,13
"{'funny': 2, 'useful': 3, 'cool': 1}",VZVSvSWppS87IUv0ztaO2Q,Sandy,2.6,5,user,3,2,1
"{'funny': 2, 'useful': 1, 'cool': 0}",d2zENp_FSteFP6_YIZZ_FA,Dave,1.0,2,user,1,2,0
"{'funny': 4, 'useful': 5, 'cool': 2}",7SU_54vYBkFpKAcq4lqEfg,Ray,3.57,7,user,5,4,2
"{'funny': 0, 'useful': 0, 'cool': 0}",raH-MtlfWPphdxzvKyImyQ,Tara,5.0,1,user,0,0,0
"{'funny': 1, 'useful': 9, 'cool': 3}",FNYt7y9lJFC7Kw04BjN-2g,Linda,3.71,15,user,9,1,3
"{'funny': 3, 'useful': 31, 'cool': 5}",ckD7r8WYMBUXYobLvhqcBw,T,3.33,27,user,31,3,5
"{'funny': 0, 'useful': 2, 'cool': 0}",9qFnF4fojHe-8F2m3wdi_A,Laura,4.5,4,user,2,0,0
"{'funny': 0, 'useful': 0, 'cool': 0}",nU9jASr6r-5Oda10wfjZfA,Risky,4.0,1,user,0,0,0
"{'funny': 94, 'useful': 255, 'cool': 126}",Wv7xwgjpQPLDh-PwS4Gn-Q,Jason,3.69,153,user,255,94,126
"{'funny': 0, 'useful': 1, 'cool': 0}",wEyEgnXH2DsmD_d33ZYiIg,Barbara,3.5,3,user,1,0,0
"{'funny': 0, 'useful': 8, 'cool': 2}",LfFBEDJhjOIVKLPExLdxjw,Sarah,4.67,6,user,8,0,2
"{'funny': 6, 'useful': 42, 'cool': 12}",SmRHfQPdlr17CycyzVDpug,Beth,3.91,34,user,42,6,12
"{'funny': 9, 'useful': 17, 'cool': 3}",JHRr3FeXZXW2mbTfaoAG2g,S,3.0,13,user,17,9,3
"{'funny': 66, 'useful': 50, 'cool': 16}",MUjXuuxUOkpC6Iq5a8-l9g,foo,3.52,69,user,50,66,16
"{'funny': 0, 'useful': 1, 'cool': 0}",gzCQjTq5-GFosc64f4U8FA,Kelly,3.5,2,user,1,0,0
"{'funny': 54, 'useful': 113, 'cool': 48}",4jZwjy_SE1LOmYFN9IWibA,Julia,4.22,187,user,113,54,48
"{'funny': 4, 'useful': 9, 'cool': 2}",5B37iGHEzkhA2SPk2DX_Ag,liz,3.87,21,user,9,4,2
"{'funny': 0, 'useful': 1, 'cool': 0}",ugcbaVGZ2z0d1GyL3AdllA,Ted,4.33,3,user,1,0,0
"{'funny': 12, 'useful': 37, 'cool': 15}",nxOW5AV1ULk61qJG_SrkPQ,Theresa,3.87,15,user,37,12,15
"{'funny': 3, 'useful': 6, 'cool': 2}",iN9vjvmdAZjL23XEPE1HRw,brian,1.8,6,user,6,3,2
"{'funny': 7, 'useful': 14, 'cool': 4}",te8U9fQUtknesnTbo1yjWA,David,3.33,18,user,14,7,4
"{'funny': 1, 'useful': 2, 'cool': 0}",RUpw3yekf5u4jsErFqXwCw,John,4.5,2,user,2,1,0
"{'funny': 8, 'useful': 51, 'cool': 22}",CZLFEZcpsi8bjY5eeZAs0A,Jaimie,4.1,50,user,51,8,22
"{'funny': 2, 'useful': 1, 'cool': 0}",GnZe47OK3xaRSZ-6O54TWQ,Kristine,5.0,1,user,1,2,0
"{'funny': 0, 'useful': 0, 'cool': 0}",J3961EVWPgjQWxp13Y_iYA,Cynthia,5.0,2,user,0,0,0
"{'funny': 1745, 'useful': 2432, 'cool': 1837}",RLmUj1QGMz2dLBcdayuBiw,Danni,4.02,447,user,2432,1745,1837
"{'funny': 103, 'useful': 256, 'cool': 150}",e9bQKHG5fr8mmw5TPAewWw,Roberto,3.58,228,user,256,103,150
"{'funny': 269, 'useful': 382, 'cool': 288}",H6ziG06xhDt2GF0PiipNAA,Denise,3.85,113,user,382,269,288
"{'funny': 3, 'useful': 30, 'cool': 6}",srjaWWb-lmXVMXcZEjow1g,Kendall,3.97,32,user,30,3,6
"{'funny': 6, 'useful': 6, 'cool': 5}",4QbY2nvq0KSRLvQk4vw3Cw,ginnie,3.67,9,user,6,6,5
"{'funny': 1, 'useful': 12, 'cool': 5}",ws1Aus3O6ZcalHBQRraSHg,Nick,4.6,5,user,12,1,5
"{'funny': 49, 'useful': 189, 'cool': 55}",Sz1uwnT3pxuEECjEn449BQ,Des,3.53,226,user,189,49,55
"{'funny': 1, 'useful': 0, 'cool': 0}",CbVJkbNWJAVevHncrWfCRQ,Shelby,1.0,2,user,0,1,0
"{'funny': 0, 'useful': 0, 'cool': 0}",tJJOO9lsY2pNeMHzO1oz0A,Mary,1.0,1,user,0,0,0
"{'funny': 0, 'useful': 1, 'cool': 0}",mMEh-BVbgb8HGGfCX4IYVg,Kiran,4.67,3,user,1,0,0
"{'funny': 1, 'useful': 1, 'cool': 3}",ef93ru1DzA5uL0n5_4EP_A,Christopher,4.6,10,user,1,1,3
"{'funny': 0, 'useful': 4, 'cool': 0}",XDFrc8vbUCswgkooPUau2A,Scott,4.57,7,user,4,0,0
"{'funny': 0, 'useful': 2, 'cool': 0}",YrBy5iAt90pEIBYXbLyIPA,Elizabeth,4.38,8,user,2,0,0
"{'funny': 44, 'useful': 148, 'cool': 88}",Gq4udzaMOX_0VbrIKCFqtQ,Mike,4.38,138,user,148,44,88
"{'funny': 407, 'useful': 523, 'cool': 388}",I66DLxK1Nk_JthEShOWKUA,Audrey,3.92,238,user,523,407,388
"{'funny': 0, 'useful': 0, 'cool': 0}",_SGgZ2gvz_hsxjc73tlrdQ,Lee,5.0,3,user,0,0,0
"{'funny': 0, 'useful': 1, 'cool': 0}",YELU5TN4M9U6B264EBO4eQ,Dean,4.67,3,user,1,0,0
"{'funny': 28, 'useful': 140, 'cool': 65}",wfvmwhhadHfpM9UoTV0OMA,richard,3.52,107,user,140,28,65
"{'funny': 14, 'useful': 15, 'cool': 14}",W6bwqzy5JmFzFCvIkTwA7g,Cheech,2.62,8,user,15,14,14
"{'funny': 0, 'useful': 0, 'cool': 0}",HgNsWR4JcmxrObQOqcR1SA,Elizabeth,5.0,1,user,0,0,0
"{'funny': 29, 'useful': 82, 'cool': 7}",KO6WaWSJDmLHMrDgS9OeWg,Ion,3.26,27,user,82,29,7
"{'funny': 2, 'useful': 8, 'cool': 1}",4EmWDbFNQEA3SMmdUDoLrQ,Mike,3.0,3,user,8,2,1
"{'funny': 1, 'useful': 5, 'cool': 5}",M2W1nTqC_uhhN2iJI_elMg,Eric,4.5,6,user,5,1,5
"{'funny': 2, 'useful': 0, 'cool': 0}",NrOwXHivz0CMzF3c5Mw_pA,LAURIE,3.0,2,user,0,2,0
"{'funny': 0, 'useful': 1, 'cool': 0}",8s7pwDk28iNd9JRyC3bBhA,David,5.0,4,user,1,0,0
"{'funny': 10, 'useful': 12, 'cool': 2}",lMPTQT0jf6-S7AxhMoOZzQ,Melissa,3.87,23,user,12,10,2
"{'funny': 2, 'useful': 7, 'cool': 3}",VtTtSg4_l7dxLB0uG5nAvQ,Don,4.07,14,user,7,2,3
"{'funny': 0, 'useful': 1, 'cool': 0}",H_9Cia3QVkjNxUh84qymMQ,Jerry,4.33,3,user,1,0,0
"{'funny': 0, 'useful': 2, 'cool': 0}",QXO9k0yHZumugLuE6XCuXw,David,4.4,5,user,2,0,0
"{'funny': 3, 'useful': 8, 'cool': 3}",wqdSNyDhWWZUCZS8auLpSw,Anne,4.47,21,user,8,3,3
"{'funny': 3, 'useful': 18, 'cool': 4}",WtjAHeWBl01ykfgL5021EA,Andie,4.2,5,user,18,3,4
"{'funny': 27, 'useful': 51, 'cool': 45}",YSYrU4bCL-X_AT-hp7FHsA,Adleigh,4.41,37,user,51,27,45
"{'funny': 48, 'useful': 125, 'cool': 53}",naC07OJ4unKPoT0z35EjvQ,Sharon,3.61,69,user,125,48,53
"{'funny': 8, 'useful': 29, 'cool': 4}",bpEDpf6_-s1CSxMUfkij0w,Tex,3.93,14,user,29,8,4
"{'funny': 0, 'useful': 8, 'cool': 3}",D8W5xMnKO6ATRp8RGir9fQ,Denise,4.5,6,user,8,0,3
"{'funny': 1, 'useful': 4, 'cool': 6}",5Tnx5vT9cJM7QTVqJy56Pw,Johnny,4.67,6,user,4,1,6
"{'funny': 0, 'useful': 3, 'cool': 1}",JwaxWcEG0R_uHAxmbjyIiw,Doc,3.0,6,user,3,0,1
"{'funny': 6, 'useful': 31, 'cool': 3}",sih5J4HDcRMdcp8MehHAnA,Kirsten,4.31,29,user,31,6,3
"{'funny': 4, 'useful': 6, 'cool': 5}",X0Rw7m-FM2h8Stb7XURGyQ,Jen,4.62,8,user,6,4,5
"{'funny': 28, 'useful': 65, 'cool': 25}",W5sBWBiY7YUIvLq_IZmhOg,Chiara,3.64,25,user,65,28,25
"{'funny': 0, 'useful': 0, 'cool': 0}",JVCjY879YUzN0DdB85FYEA,Stephen,5.0,2,user,0,0,0
"{'funny': 0, 'useful': 8, 'cool': 3}",0H5HAU7MbqooJWFYLVsB0g,Judy,3.67,22,user,8,0,3
"{'funny': 2, 'useful': 13, 'cool': 1}",yHExdt89tXeidWAj53ihRg,Naomi,3.73,23,user,13,2,1
"{'funny': 9, 'useful': 15, 'cool': 10}",5NF3TDfmhpqBoZHhAKoqRA,Bj,3.31,16,user,15,9,10
"{'funny': 0, 'useful': 1, 'cool': 0}",zI9_LzIQhU8p4k33F8L0jw,Wendy,3.0,3,user,1,0,0
"{'funny': 3, 'useful': 8, 'cool': 1}",qgnequH3yIsYVJAjlazTGg,Jane,5.0,4,user,8,3,1
"{'funny': 1, 'useful': 1, 'cool': 0}",wHoTMWmy-F3S5FbaucMoSg,Michael,4.5,4,user,1,1,0
"{'funny': 0, 'useful': 0, 'cool': 0}",PsZgXiShoCq2fJekrCL6tg,Michael,3.0,1,user,0,0,0
"{'funny': 0, 'useful': 1, 'cool': 0}",Idr0-9GG90hanWJYRc_lTA,Ontonio,3.0,1,user,1,0,0
"{'funny': 1, 'useful': 2, 'cool': 1}",s5c6qHrKT1G3IkP1z7D28g,Robert,5.0,2,user,2,1,1
"{'funny': 10, 'useful': 36, 'cool': 17}",L5iWYCiwzxFx0vM13Yi-gg,Aleksandra,3.38,32,user,36,10,17
"{'funny': 0, 'useful': 3, 'cool': 0}",IPOYqznDMrYZSnMDnq2iBw,C.,3.0,6,user,3,0,0
"{'funny': 1, 'useful': 2, 'cool': 0}",hKqIoRT0SaCQ-gAvAgKgkA,Pamela,4.5,2,user,2,1,0
"{'funny': 0, 'useful': 4, 'cool': 0}",4lGTx_JYGXhx_O3sQ_nlPw,Charles,4.0,6,user,4,0,0
"{'funny': 2, 'useful': 5, 'cool': 2}",3ZWV5fivqiTmzrKsiyGiVg,Mark,4.17,13,user,5,2,2
"{'funny': 0, 'useful': 0, 'cool': 0}",jYQTTrMMRTBJvrNNSPIAfg,Cary,4.0,2,user,0,0,0
"{'funny': 819, 'useful': 1365, 'cool': 1059}",F6QsMoJdvtohlbnST-fDyQ,Teresa,4.42,394,user,1365,819,1059
"{'funny': 5, 'useful': 18, 'cool': 1}",KXvvCJXqC-PG8SGWCNMEDw,Ken,4.11,46,user,18,5,1
"{'funny': 0, 'useful': 0, 'cool': 1}",_w9Heqb4e-597dC-3JP_qg,Evan,4.5,2,user,0,0,1
"{'funny': 13, 'useful': 23, 'cool': 23}",pPekbqzzA2LnLnP_ikXOTw,Tina-Marie,5.0,3,user,23,13,23
"{'funny': 9, 'useful': 69, 'cool': 31}",yrd0gp3GvId8Ua4O9VFFlA,Wendy,3.42,125,user,69,9,31
"{'funny': 186, 'useful': 306, 'cool': 246}",iygvTIY948IIA3TDtmUgvw,Dena,3.19,63,user,306,186,246
"{'funny': 1, 'useful': 1, 'cool': 0}",Dan6h-F15Zmos_KGTpJ0Sw,Britney,1.0,4,user,1,1,0
"{'funny': 0, 'useful': 0, 'cool': 1}",wLGAly5XeIa9e5N-y8bSXQ,Kathi,5.0,1,user,0,0,1
"{'funny': 48, 'useful': 194, 'cool': 76}",QYXQ_M4-U6ptDMHtcRi9kQ,John,3.63,158,user,194,48,76
"{'funny': 6, 'useful': 54, 'cool': 8}",9ryWdjTHVqqAoETSazV3sQ,Mike,3.43,73,user,54,6,8
"{'funny': 9, 'useful': 27, 'cool': 6}",80OFMLRA0yW3sE4ciYg_vA,Kevin,3.0,22,user,27,9,6
"{'funny': 0, 'useful': 7, 'cool': 0}",dyAkMaxkt8Uhklu5LoncpA,mike,4.21,14,user,7,0,0
"{'funny': 3, 'useful': 8, 'cool': 4}",s5LMjF_PRt_vTM3FKV7FXg,Phil,4.33,6,user,8,3,4
"{'funny': 1, 'useful': 26, 'cool': 2}",Xo4i9b1ytYPa2hbNXP_mYQ,Dave,3.53,15,user,26,1,2
"{'funny': 0, 'useful': 3, 'cool': 0}",5tI_TCYhteEPpx5jfCyeCA,Cassandra,5.0,1,user,3,0,0
"{'funny': 0, 'useful': 0, 'cool': 0}",rypEW8jkl6hyiT6nhOFlQw,Andrea,4.67,3,user,0,0,0
"{'funny': 3, 'useful': 4, 'cool': 0}",-aRQ8qCcR5N_RnuznkDl_A,Shannon,4.0,2,user,4,3,0
"{'funny': 1, 'useful': 10, 'cool': 2}",40-dPni2cbqyYZ21OHN63w,Mary,3.73,11,user,10,1,2
"{'funny': 3, 'useful': 17, 'cool': 0}",vqK75lUtjMHMsLVVPV8P6g,Dan,2.58,13,user,17,3,0
"{'funny': 5, 'useful': 8, 'cool': 3}",zJurvQwVqI5ripRGQaTIlA,Alexander,2.33,12,user,8,5,3
"{'funny': 2, 'useful': 8, 'cool': 0}",bn4lsgt1PilwyQs7gkNQ1w,Hilary,2.0,4,user,8,2,0
"{'funny': 0, 'useful': 0, 'cool': 0}",-vWDDibipvhcVbKDbqOyQQ,Joseph,4.0,1,user,0,0,0
"{'funny': 4, 'useful': 8, 'cool': 1}",pr5KqkwcWWkZw3Ma6Fwl9Q,Mike,3.67,6,user,8,4,1
"{'funny': 21, 'useful': 52, 'cool': 19}",ImT20Kp9M5S3SgmejnBsLw,Alexandra,4.23,48,user,52,21,19
"{'funny': 1, 'useful': 3, 'cool': 2}",6ZJsBHO8F9VRAdjWu7JNKg,Jennifer,2.0,3,user,3,1,2
"{'funny': 1, 'useful': 2, 'cool': 0}",hZCfkG1mxxNm9YvtmxGWbw,Sara,4.5,4,user,2,1,0
"{'funny': 15, 'useful': 19, 'cool': 5}",twKdrSFXlr7tK9lFruhCPA,Michael,3.0,15,user,19,15,5
"{'funny': 7, 'useful': 63, 'cool': 14}",5cA75LSHU3YH8qx1wK8T9Q,DC,3.84,58,user,63,7,14
"{'funny': 7, 'useful': 72, 'cool': 47}",n8EPJekHJ8eXly_F0d1UNg,Robert,3.49,57,user,72,7,47
"{'funny': 179, 'useful': 293, 'cool': 179}",MPRRpCrzvYA9jbNVEcMDDA,Andy,3.24,198,user,293,179,179
"{'funny': 1, 'useful': 1, 'cool': 0}",PRA57563-hJwFtZgFApTWw,J,1.0,1,user,1,1,0
"{'funny': 71, 'useful': 109, 'cool': 62}",B-fPtQ5nTDN6YxDwAg_sww,Jim,3.48,94,user,109,71,62
"{'funny': 21, 'useful': 48, 'cool': 15}",oHqB2WbnqPgdA6k0RD0DhA,Justin,3.56,34,user,48,21,15
"{'funny': 0, 'useful': 0, 'cool': 0}",3tvnolreL5n5hOCO0PX_hw,William,4.0,1,user,0,0,0
"{'funny': 8, 'useful': 46, 'cool': 29}",TYHGiO4uIMke46E-YjA1AA,Heman,3.98,52,user,46,8,29
"{'funny': 94, 'useful': 181, 'cool': 84}",EqJ2-CfnnmGbcAKIou3exQ,Ken,3.83,75,user,181,94,84
"{'funny': 4, 'useful': 11, 'cool': 4}",BXKGr3dETxebTObAbgDFYQ,Robert,4.29,9,user,11,4,4
"{'funny': 0, 'useful': 0, 'cool': 0}",9UMSx6L8LtHRhOP9zkkJxg,Leonard,1.0,2,user,0,0,0
"{'funny': 2, 'useful': 6, 'cool': 2}",ysVhCkNub3ZtF4JPmp1KsA,Peter,4.78,9,user,6,2,2
"{'funny': 2, 'useful': 2, 'cool': 1}",ynW1j1OXP9ztbasZclf4jg,Isaac,4.67,4,user,2,2,1
"{'funny': 1, 'useful': 2, 'cool': 1}",ekoJ8iXCh4sgl6CtKko5sQ,Sue,5.0,2,user,2,1,1
"{'funny': 2, 'useful': 5, 'cool': 1}",G_Ggqfq3hWh1WAc-HZEeEQ,Jeannine,4.0,4,user,5,2,1
"{'funny': 65, 'useful': 169, 'cool': 64}",1f9X5FR-WYDuD-x-W5XlQg,Pushka,3.26,186,user,169,65,64
"{'funny': 0, 'useful': 0, 'cool': 0}",bTMdohssK8vaYBXa-Ynhqw,Patti,3.0,2,user,0,0,0
"{'funny': 3, 'useful': 7, 'cool': 1}",duG423okNs-SCQhCZSCU6Q,Mark,4.22,18,user,7,3,1
"{'funny': 4, 'useful': 6, 'cool': 0}",HA3Z5utMBJCooYOha4sS3Q,Paige,2.75,9,user,6,4,0
"{'funny': 4, 'useful': 15, 'cool': 1}",onL6S42j3dbsvilahfOycA,Michelle,3.58,12,user,15,4,1
"{'funny': 68, 'useful': 167, 'cool': 83}",lGrDfsaWl9IDUcEeUWyn6A,Diane,3.94,190,user,167,68,83
"{'funny': 1, 'useful': 9, 'cool': 4}",brh_gZtbXAlyhZoY1YXJ6w,Kara,4.43,7,user,9,1,4
"{'funny': 12, 'useful': 46, 'cool': 29}",fU45MzwkF1D6HC00ZzZnsA,David,3.62,42,user,46,12,29
"{'funny': 1, 'useful': 2, 'cool': 0}",vN986f7HxT7bZtuTvPs9lQ,Christopher,4.0,2,user,2,1,0
"{'funny': 1, 'useful': 16, 'cool': 3}",Y5oMkjlTQp4JBRRK4Ybknw,Brooke,4.4,16,user,16,1,3
"{'funny': 0, 'useful': 1, 'cool': 0}",gpLqIpqAL9MAv3sSV4HWRA,eoj,3.5,2,user,1,0,0
"{'funny': 0, 'useful': 3, 'cool': 0}",tFDZ3jvJi6isIuX33FDNBg,Johanna,5.0,4,user,3,0,0
"{'funny': 3, 'useful': 7, 'cool': 3}",IAsWKljFRQsmqwCNxQQGKg,Cory,4.0,5,user,7,3,3
"{'funny': 4, 'useful': 12, 'cool': 6}",GZdYbAOHpRJLZ8Eu0K2bTQ,Ann,3.25,4,user,12,4,6
"{'funny': 2, 'useful': 8, 'cool': 2}",dOy0TGjdtQsJo7WM5f7Iqw,Todd,3.5,10,user,8,2,2
"{'funny': 4, 'useful': 271, 'cool': 256}",qrVKWrW2N7-Wn1Jgxg5j6w,Joe,4.33,9,user,271,4,256
"{'funny': 140, 'useful': 213, 'cool': 123}",bCIF_v9wrQajdWBX4BxLtw,C.A.,3.82,199,user,213,140,123
"{'funny': 7, 'useful': 42, 'cool': 10}",89k681gvhM3FVzcS3jV8qg,michele,3.89,61,user,42,7,10
"{'funny': 4, 'useful': 13, 'cool': 1}",sTp0tbs1M2H8ykmUTCBlJQ,Kathryn,4.09,12,user,13,4,1
"{'funny': 2, 'useful': 5, 'cool': 0}",qJh9SHpaO8H7ltyuJGoldw,Jeff,4.23,14,user,5,2,0
"{'funny': 0, 'useful': 11, 'cool': 1}",79-CSBzE1wnOWD4JuRr_PA,Brent,3.69,13,user,11,0,1
"{'funny': 0, 'useful': 0, 'cool': 0}",mSFDLuI9WAsIfBpFKa0O3A,Mimi,3.0,4,user,0,0,0
"{'funny': 0, 'useful': 0, 'cool': 0}",7flujPoGz3nhN1YmTf-KJQ,Yahasmin,5.0,1,user,0,0,0
"{'funny': 3, 'useful': 4, 'cool': 2}",yb1kBNixPOHQc1jNWmgVNQ,Andrew,4.2,10,user,4,3,2
"{'funny': 0, 'useful': 2, 'cool': 0}",SGPf4XJFAcYvCcxx9o7StQ,Omar,1.0,3,user,2,0,0
"{'funny': 1, 'useful': 4, 'cool': 2}",6LQFKTpo7PQY9k_jtpGQIQ,Tanja,4.0,2,user,4,1,2
"{'funny': 0, 'useful': 3, 'cool': 0}",Zt_yfiP_yx0siM0p9Ohrqg,Daniel,3.0,3,user,3,0,0
"{'funny': 0, 'useful': 2, 'cool': 2}",rzDxO-luZGAT9Qx8Dq_3ug,Anthony,5.0,4,user,2,0,2
"{'funny': 4, 'useful': 12, 'cool': 0}",z4hCpJDp-4-T5DIqzso2yg,Alaina,3.85,13,user,12,4,0
"{'funny': 1, 'useful': 1, 'cool': 0}",p83nYtwdCJznFbdbZx57Bg,Camelia,4.0,3,user,1,1,0
"{'funny': 0, 'useful': 0, 'cool': 0}",V0YWClwfodj9V32blPuPjg,Susi,5.0,2,user,0,0,0
"{'funny': 0, 'useful': 0, 'cool': 0}",xDivb3f8toeXocUkQDgecg,Veronica,2.0,1,user,0,0,0
"{'funny': 12, 'useful': 29, 'cool': 5}",MvrEZpJHf4zRg_mEIVnYFA,dina,3.58,24,user,29,12,5
"{'funny': 2, 'useful': 10, 'cool': 3}",nHdc9BIfm_xToIExIRv8jg,Marie,4.53,34,user,10,2,3
"{'funny': 0, 'useful': 3, 'cool': 0}",8QcPnDKDGxL11tH2w6hQEw,Christine,4.0,1,user,3,0,0
"{'funny': 0, 'useful': 0, 'cool': 0}",Nzwo9BBI0UtwVPpPMPIHTA,Kannan,2.5,2,user,0,0,0
"{'funny': 0, 'useful': 0, 'cool': 0}",eW4vCMTztkzfOY18AXPOgw,Patrick,1.0,1,user,0,0,0
"{'funny': 0, 'useful': 1, 'cool': 1}",RHV73wO2I9djxHJ6g3zbXg,Amy,3.5,2,user,1,0,1
"{'funny': 3, 'useful': 5, 'cool': 1}",P4-5VtLQ3PaJgY-Gkijq7g,Jenan,3.7,12,user,5,3,1
"{'funny': 0, 'useful': 3, 'cool': 0}",hYVjuwFnYqwDoN753DR14w,Rene,4.0,4,user,3,0,0
"{'funny': 0, 'useful': 1, 'cool': 0}",zaLC2kpmlSnYuPh2Sm1I9Q,Juan de Dios,4.0,1,user,1,0,0
"{'funny': 0, 'useful': 0, 'cool': 0}",J8FYp-SmJ5uMd7euuB_gyg,Leah,4.5,2,user,0,0,0
"{'funny': 0, 'useful': 6, 'cool': 0}",CPRTEYJYiYaMPQRaaASGTQ,Anne,4.0,13,user,6,0,0
"{'funny': 2, 'useful': 3, 'cool': 2}",ECu3opQbwu5Mu65sSBwwaw,Karen,3.75,16,user,3,2,2
"{'funny': 48, 'useful': 222, 'cool': 96}",yZYHq9mXJrSC75tiysBrTw,Mimi,3.69,88,user,222,48,96
"{'funny': 1, 'useful': 0, 'cool': 0}",kXJzIwMlDkaWW1pPcdWuhA,Kolby,1.0,1,user,0,1,0
"{'funny': 0, 'useful': 2, 'cool': 0}",BoNMISa_0NZAaJNdodDq0g,Hailey,3.86,7,user,2,0,0
"{'funny': 16, 'useful': 75, 'cool': 16}",WQFJ8_V1lao4oZ_FKbk5Zg,Myke,3.81,96,user,75,16,16
"{'funny': 10, 'useful': 28, 'cool': 9}",V6nFGSOAaz2017qwwP7Xrg,Ian,3.97,30,user,28,10,9
"{'funny': 0, 'useful': 1, 'cool': 1}",-FpJ2cYA2Z8M1eE1J0jPQQ,David,4.0,4,user,1,0,1
"{'funny': 0, 'useful': 3, 'cool': 0}",gsSdN_uxZ872RpzpjOBf7g,Marc,5.0,3,user,3,0,0
"{'funny': 0, 'useful': 0, 'cool': 1}",sb7YxJ2t_KlXYdAIQorb0A,Jaydee,5.0,1,user,0,0,1
"{'funny': 0, 'useful': 8, 'cool': 4}",D23bvlyOttf88mgnBAhBnA,Tara,5.0,3,user,8,0,4
"{'funny': 1, 'useful': 0, 'cool': 0}",2ujmwzummpvGHhtWpJJOBA,David,5.0,2,user,0,1,0
"{'funny': 0, 'useful': 0, 'cool': 0}",jsUmUPzTzdPwt8kjwZ4EQA,Jason,5.0,1,user,0,0,0
"{'funny': 120, 'useful': 379, 'cool': 139}",C2ifD_22XcSfUey3fcGlKg,Nick,3.84,880,user,379,120,139
"{'funny': 0, 'useful': 4, 'cool': 0}",ykHD2jjtQfVgxYS0dU_vwA,Caroline,4.0,8,user,4,0,0
"{'funny': 0, 'useful': 10, 'cool': 5}",0RbKasnUf-WPHidP0MezoQ,Rachel,4.33,3,user,10,0,5
"{'funny': 18, 'useful': 62, 'cool': 22}",VDkGxdf0bmMwIiLyEnXVeQ,Eric,3.76,82,user,62,18,22
"{'funny': 0, 'useful': 1, 'cool': 0}",zJRtA8LRLXhr3BcfW3ELEw,jimmy,1.0,1,user,1,0,0
"{'funny': 0, 'useful': 0, 'cool': 0}",Prf81x5qQtoDb8PTf0jdlQ,Kari,1.0,1,user,0,0,0
"{'funny': 14, 'useful': 42, 'cool': 18}",nsK4esPHN5W3n_Lwv2Hy3w,Michael,3.37,35,user,42,14,18
"{'funny': 0, 'useful': 5, 'cool': 1}",ath172XQdOhXIWUa5oI4Wg,John,4.25,5,user,5,0,1
"{'funny': 0, 'useful': 2, 'cool': 0}",li2oYTTdNFvKu1eWCNxSyA,Tess,3.33,5,user,2,0,0
"{'funny': 0, 'useful': 1, 'cool': 0}",M08IesyiYJBwo5KXT8wo1A,Lauren,2.8,5,user,1,0,0
"{'funny': 0, 'useful': 0, 'cool': 0}",XqRZ2U6M-r5o6GRl-G43YA,Lori,5.0,1,user,0,0,0
"{'funny': 2, 'useful': 2, 'cool': 1}",G-QOlxdqVVztKZx3XcJTWw,Polaris,5.0,4,user,2,2,1
